valuetime,wind,solar,load,spot,flow
2020-11-15 23:00:00,1153.3699951171875,0.0,2001.0,-0.55,-1886.0
2020-11-16 00:00:00,1667.989990234375,0.0,2023.0,0.04,-1729.0
2020-11-16 01:00:00,1278.5400390625,0.0,1956.0,-1.95,-1797.0
2020-11-16 02:00:00,1362.489990234375,0.0,1947.0,-5.29,-1246.0
2020-11-16 03:00:00,1620.469970703125,0.0,2014.0,-1.52,-437.0
2020-11-16 04:00:00,1383.4000244140625,0.0,2214.0,0.59,841.0
2020-11-16 05:00:00,1856.77001953125,0.0,2575.0,12.43,1300.0
2020-11-16 06:00:00,1763.760009765625,0.0,3048.0,5.0,1300.0
2020-11-16 07:00:00,1785.949951171875,5.0,3118.0,23.38,1300.0
2020-11-16 08:00:00,1815.9300537109375,33.0,3168.0,14.91,1300.0
2020-11-16 09:00:00,1783.8299560546875,69.0,3237.0,10.91,1300.0
2020-11-16 10:00:00,1901.719970703125,100.0,3198.0,12.3,1300.0
2020-11-16 11:00:00,1839.8399658203125,124.0,3159.0,12.47,1300.0
2020-11-16 12:00:00,1770.3499755859375,95.0,3145.0,14.92,1300.0
2020-11-16 13:00:00,1682.77001953125,48.0,3072.0,19.08,1300.0
2020-11-16 14:00:00,1741.280029296875,12.0,3065.0,40.07,1300.0
2020-11-16 15:00:00,1795.9200439453125,0.0,3154.0,44.87,1127.0
2020-11-16 16:00:00,1705.4599609375,0.0,3373.0,46.61,970.0
2020-11-16 17:00:00,1594.06005859375,0.0,3170.0,45.92,1300.0
2020-11-16 18:00:00,1617.4300537109375,0.0,2925.0,10.96,1300.0
2020-11-16 19:00:00,1585.43994140625,0.0,2744.0,4.27,1300.0
2020-11-16 20:00:00,1448.3800048828125,0.0,2634.0,3.12,1300.0
2020-11-16 21:00:00,1492.9100341796875,0.0,2445.0,2.42,1300.0
2020-11-16 22:00:00,1626.3499755859375,0.0,2283.0,1.87,1300.0
2020-11-16 23:00:00,1472.02001953125,0.0,2195.0,1.69,1300.0
2020-11-17 00:00:00,1407.1099853515625,0.0,2084.0,1.35,1300.0
2020-11-17 01:00:00,1201.6400146484375,0.0,2034.0,1.32,1300.0
2020-11-17 02:00:00,1190.81005859375,0.0,2060.0,1.45,1300.0
2020-11-17 03:00:00,1238.0899658203125,0.0,2154.0,2.1,1300.0
2020-11-17 04:00:00,1165.8599853515625,0.0,2243.0,3.12,1300.0
2020-11-17 05:00:00,1374.4300537109375,0.0,2649.0,5.3,1300.0
2020-11-17 06:00:00,1643.9000244140625,0.0,3062.0,20.0,1300.0
2020-11-17 07:00:00,1677.2099609375,1.0,3220.0,1.45,1300.0
2020-11-17 08:00:00,1970.6199951171875,9.0,3153.0,1.43,1300.0
2020-11-17 09:00:00,1919.6700439453125,19.0,3197.0,1.42,1300.0
2020-11-17 10:00:00,1913.9200439453125,27.0,3164.0,1.41,1300.0
2020-11-17 11:00:00,2095.070068359375,25.0,3090.0,1.41,1300.0
2020-11-17 12:00:00,2197.969970703125,20.0,3144.0,1.41,1300.0
2020-11-17 13:00:00,2424.64990234375,12.0,3093.0,1.41,1300.0
2020-11-17 14:00:00,2247.320068359375,4.0,2980.0,1.42,1300.0
2020-11-17 15:00:00,2444.2099609375,0.0,3110.0,1.43,1300.0
2020-11-17 16:00:00,2372.8701171875,0.0,3333.0,1.45,1300.0
2020-11-17 17:00:00,2260.89990234375,0.0,3158.0,1.43,1300.0
2020-11-17 18:00:00,2348.919921875,0.0,2870.0,1.42,1300.0
2020-11-17 19:00:00,2120.830078125,0.0,2766.0,1.4,1300.0
2020-11-17 20:00:00,2096.89990234375,0.0,2633.0,1.11,1300.0
2020-11-17 21:00:00,2072.43994140625,0.0,2416.0,0.96,1300.0
2020-11-17 22:00:00,1859.4200439453125,0.0,2262.0,0.8,1300.0
2020-11-17 23:00:00,1695.5,0.0,2152.0,0.98,1300.0
2020-11-18 00:00:00,1892.6300048828125,0.0,2077.0,0.85,1300.0
2020-11-18 01:00:00,1752.530029296875,0.0,2050.0,0.77,1300.0
2020-11-18 02:00:00,1927.4300537109375,0.0,2063.0,0.79,1300.0
2020-11-18 03:00:00,1853.969970703125,0.0,2108.0,0.83,1300.0
2020-11-18 04:00:00,1889.8499755859375,0.0,2209.0,0.95,1300.0
2020-11-18 05:00:00,1997.02001953125,0.0,2573.0,0.96,1300.0
2020-11-18 06:00:00,2184.72998046875,0.0,2991.0,1.45,1300.0
2020-11-18 07:00:00,2451.820068359375,1.0,3109.0,1.44,1300.0
2020-11-18 08:00:00,2392.389892578125,10.0,3060.0,1.43,1300.0
2020-11-18 09:00:00,2683.25,23.0,3135.0,1.41,1300.0
2020-11-18 10:00:00,2835.81005859375,27.0,3131.0,1.33,1300.0
2020-11-18 11:00:00,2767.780029296875,29.0,3056.0,1.0,1300.0
2020-11-18 12:00:00,2535.669921875,33.0,3129.0,1.06,1300.0
2020-11-18 13:00:00,2969.530029296875,21.0,3018.0,0.99,1300.0
2020-11-18 14:00:00,3069.2099609375,6.0,2942.0,0.93,1300.0
2020-11-18 15:00:00,3099.580078125,0.0,3036.0,1.09,1300.0
2020-11-18 16:00:00,3197.080078125,0.0,3264.0,1.4,1300.0
2020-11-18 17:00:00,2929.6201171875,0.0,3069.0,1.03,1300.0
2020-11-18 18:00:00,2859.929931640625,0.0,2870.0,0.95,1300.0
2020-11-18 19:00:00,2798.89990234375,0.0,2695.0,0.82,1300.0
2020-11-18 20:00:00,2683.550048828125,0.0,2522.0,0.82,1300.0
2020-11-18 21:00:00,2837.919921875,0.0,2332.0,0.39,1300.0
2020-11-18 22:00:00,2621.800048828125,0.0,2160.0,0.13,1300.0
2020-11-18 23:00:00,2510.18994140625,0.0,2081.0,0.09,1300.0
2020-11-19 00:00:00,2281.889892578125,0.0,2044.0,0.04,627.0
2020-11-19 01:00:00,2250.429931640625,0.0,2030.0,0.03,405.0
2020-11-19 02:00:00,2136.14990234375,0.0,2000.0,0.02,258.0
2020-11-19 03:00:00,2266.159912109375,0.0,2063.0,0.01,156.0
2020-11-19 04:00:00,2596.169921875,0.0,2209.0,0.23,1300.0
2020-11-19 05:00:00,3095.31005859375,0.0,2595.0,0.89,1300.0
2020-11-19 06:00:00,2556.25,0.0,2947.0,1.24,1300.0
2020-11-19 07:00:00,2632.239990234375,6.0,3042.0,1.42,1300.0
2020-11-19 08:00:00,2645.68994140625,36.0,3037.0,1.43,1300.0
2020-11-19 09:00:00,2362.27001953125,69.0,3126.0,1.43,1300.0
2020-11-19 10:00:00,2374.909912109375,128.0,3096.0,1.42,1300.0
2020-11-19 11:00:00,2462.27001953125,205.0,3082.0,1.42,1300.0
2020-11-19 12:00:00,2534.14990234375,188.0,3002.0,1.43,1300.0
2020-11-19 13:00:00,2474.570068359375,103.0,2973.0,1.44,1300.0
2020-11-19 14:00:00,2418.030029296875,23.0,2921.0,1.45,1300.0
2020-11-19 15:00:00,2371.239990234375,1.0,3088.0,1.49,1300.0
2020-11-19 16:00:00,2378.989990234375,0.0,3295.0,1.53,1300.0
2020-11-19 17:00:00,2447.320068359375,0.0,3143.0,1.48,1300.0
2020-11-19 18:00:00,2333.110107421875,0.0,2922.0,1.45,1300.0
2020-11-19 19:00:00,2501.5,0.0,2800.0,1.44,1300.0
2020-11-19 20:00:00,2434.2099609375,0.0,2651.0,1.43,1300.0
2020-11-19 21:00:00,2335.320068359375,0.0,2472.0,1.35,1300.0
2020-11-19 22:00:00,2300.9599609375,0.0,2313.0,0.97,1300.0
2020-11-19 23:00:00,1819.0799560546875,0.0,2285.0,1.27,1300.0
2020-11-20 00:00:00,1610.1800537109375,0.0,2231.0,1.13,1300.0
2020-11-20 01:00:00,1540.2099609375,0.0,2223.0,1.29,1300.0
2020-11-20 02:00:00,1539.5699462890625,0.0,2208.0,1.4,1300.0
2020-11-20 03:00:00,2029.050048828125,0.0,2268.0,1.42,1300.0
2020-11-20 04:00:00,1371.510009765625,0.0,2412.0,1.46,1300.0
2020-11-20 05:00:00,1606.81005859375,0.0,2744.0,1.52,1300.0
2020-11-20 06:00:00,1811.2900390625,0.0,3158.0,48.96,1536.0
2020-11-20 07:00:00,1727.3599853515625,12.0,3256.0,53.55,1215.0
2020-11-20 08:00:00,1489.9599609375,84.0,3220.0,50.01,1160.0
2020-11-20 09:00:00,1240.239990234375,168.0,3208.0,48.03,900.0
2020-11-20 10:00:00,1104.6800537109375,209.0,3111.0,47.91,845.0
2020-11-20 11:00:00,857.4500122070312,231.0,2923.0,47.9,830.0
2020-11-20 12:00:00,930.1699829101562,189.0,2902.0,46.72,640.0
2020-11-20 13:00:00,933.8400268554688,88.0,2840.0,46.0,527.0
2020-11-20 14:00:00,907.989990234375,20.0,2843.0,47.19,522.0
2020-11-20 15:00:00,866.4000244140625,0.0,3007.0,47.96,196.0
2020-11-20 16:00:00,636.010009765625,0.0,3229.0,58.68,94.0
2020-11-20 17:00:00,550.9400024414062,0.0,3096.0,54.9,188.0
2020-11-20 18:00:00,798.280029296875,0.0,2684.0,49.0,-47.0
2020-11-20 19:00:00,1350.8499755859375,0.0,2651.0,44.79,390.0
2020-11-20 20:00:00,1281.239990234375,0.0,2092.0,38.67,514.0
2020-11-20 21:00:00,1295.68994140625,0.0,2320.0,36.6,1088.0
2020-11-20 22:00:00,2023.0,0.0,2257.0,15.73,1300.0
2020-11-20 23:00:00,2129.14990234375,0.0,2150.0,1.41,1300.0
2020-11-21 00:00:00,2006.7099609375,0.0,2058.0,1.02,1300.0
2020-11-21 01:00:00,2256.639892578125,0.0,1968.0,0.9,1300.0
2020-11-21 02:00:00,2403.840087890625,0.0,1917.0,0.83,1300.0
2020-11-21 03:00:00,2232.219970703125,0.0,1960.0,0.7,1300.0
2020-11-21 04:00:00,2386.4599609375,0.0,2031.0,0.65,1300.0
2020-11-21 05:00:00,2447.639892578125,0.0,2147.0,0.82,1300.0
2020-11-21 06:00:00,2461.989990234375,0.0,2333.0,0.92,1300.0
2020-11-21 07:00:00,2388.219970703125,0.0,2553.0,0.88,1300.0
2020-11-21 08:00:00,2505.9599609375,3.0,2682.0,0.97,1300.0
2020-11-21 09:00:00,2542.909912109375,12.0,2690.0,1.04,1300.0
2020-11-21 10:00:00,2763.56005859375,18.0,2669.0,1.05,1300.0
2020-11-21 11:00:00,2684.760009765625,22.0,2631.0,0.97,1300.0
2020-11-21 12:00:00,2731.2900390625,20.0,2600.0,0.95,1300.0
2020-11-21 13:00:00,2589.52001953125,12.0,2564.0,0.95,1300.0
2020-11-21 14:00:00,2292.56005859375,4.0,2666.0,1.06,1300.0
2020-11-21 15:00:00,2145.030029296875,0.0,2812.0,1.41,1300.0
2020-11-21 16:00:00,2234.7900390625,0.0,2972.0,1.5,1300.0
2020-11-21 17:00:00,2183.330078125,0.0,2900.0,1.51,1300.0
2020-11-21 18:00:00,2115.6298828125,0.0,2697.0,1.41,1300.0
2020-11-21 19:00:00,2062.800048828125,0.0,2536.0,1.36,1300.0
2020-11-21 20:00:00,1880.81005859375,0.0,2394.0,1.03,1300.0
2020-11-21 21:00:00,1776.6400146484375,0.0,2255.0,0.93,1300.0
2020-11-21 22:00:00,1935.1300048828125,0.0,2125.0,0.84,1300.0
2020-11-21 23:00:00,1792.5999755859375,0.0,2012.0,1.07,1300.0
2020-11-22 00:00:00,1807.010009765625,0.0,1989.0,0.95,1300.0
2020-11-22 01:00:00,1872.4300537109375,0.0,1934.0,0.87,1300.0
2020-11-22 02:00:00,2021.8499755859375,0.0,1888.0,0.81,1300.0
2020-11-22 03:00:00,2029.5699462890625,0.0,1902.0,0.81,1300.0
2020-11-22 04:00:00,1882.93994140625,0.0,1922.0,0.82,1300.0
2020-11-22 05:00:00,2085.550048828125,0.0,2046.0,0.74,1300.0
2020-11-22 06:00:00,2162.800048828125,0.0,2198.0,0.72,1300.0
2020-11-22 07:00:00,2182.659912109375,7.0,2356.0,0.93,1300.0
2020-11-22 08:00:00,2282.030029296875,61.0,2433.0,1.25,1300.0
2020-11-22 09:00:00,2319.9599609375,125.0,2444.0,1.2,1300.0
2020-11-22 10:00:00,2384.389892578125,167.0,2417.0,1.16,1300.0
2020-11-22 11:00:00,2466.070068359375,154.0,2410.0,1.11,1300.0
2020-11-22 12:00:00,2499.080078125,108.0,2407.0,1.18,1300.0
2020-11-22 13:00:00,2400.39990234375,55.0,2468.0,1.33,1300.0
2020-11-22 14:00:00,2336.739990234375,11.0,2503.0,1.41,1300.0
2020-11-22 15:00:00,2419.699951171875,0.0,2724.0,1.44,1300.0
2020-11-22 16:00:00,2547.989990234375,0.0,2934.0,1.48,1310.0
2020-11-22 17:00:00,2326.5,0.0,2868.0,1.47,1300.0
2020-11-22 18:00:00,2270.320068359375,0.0,2657.0,1.46,1300.0
2020-11-22 19:00:00,2533.0400390625,0.0,2544.0,1.52,1450.0
2020-11-22 20:00:00,2461.570068359375,0.0,2437.0,1.43,1300.0
2020-11-22 21:00:00,2258.2900390625,0.0,2305.0,1.42,1300.0
2020-11-22 22:00:00,1878.9300537109375,0.0,2133.0,1.22,1300.0
2020-11-22 23:00:00,1740.8399658203125,0.0,2100.0,1.29,1300.0
2020-11-23 00:00:00,1756.6400146484375,0.0,2056.0,1.02,1300.0
2020-11-23 01:00:00,1770.2900390625,0.0,2033.0,0.89,1300.0
2020-11-23 02:00:00,1758.72998046875,0.0,2087.0,0.94,1300.0
2020-11-23 03:00:00,1697.719970703125,0.0,2167.0,1.39,1300.0
2020-11-23 04:00:00,1574.489990234375,0.0,2325.0,1.43,1300.0
2020-11-23 05:00:00,1766.97998046875,0.0,2741.0,1.61,1300.0
2020-11-23 06:00:00,1633.7900390625,0.0,3182.0,4.08,1300.0
2020-11-23 07:00:00,1736.43994140625,7.0,3255.0,6.99,1300.0
2020-11-23 08:00:00,1747.2900390625,61.0,3213.0,6.95,1300.0
2020-11-23 09:00:00,2062.469970703125,144.0,3181.0,5.92,1300.0
2020-11-23 10:00:00,2273.580078125,198.0,3167.0,4.95,1300.0
2020-11-23 11:00:00,2627.989990234375,190.0,3104.0,4.45,1300.0
2020-11-23 12:00:00,2710.639892578125,147.0,3111.0,4.48,1300.0
2020-11-23 13:00:00,2372.169921875,70.0,3084.0,4.96,1300.0
2020-11-23 14:00:00,2232.6298828125,15.0,3022.0,24.75,1300.0
2020-11-23 15:00:00,2329.52001953125,0.0,3194.0,46.41,1300.0
2020-11-23 16:00:00,2208.840087890625,0.0,3393.0,47.96,1300.0
2020-11-23 17:00:00,2285.699951171875,0.0,3240.0,31.95,1300.0
2020-11-23 18:00:00,1967.0799560546875,0.0,3009.0,23.06,1300.0
2020-11-23 19:00:00,1842.75,0.0,2839.0,4.98,1300.0
2020-11-23 20:00:00,1644.5899658203125,0.0,2701.0,4.6,1300.0
2020-11-23 21:00:00,1552.0799560546875,0.0,2504.0,3.85,1300.0
2020-11-23 22:00:00,1859.5,0.0,2305.0,3.0,1300.0
2020-11-23 23:00:00,1995.0999755859375,0.0,2144.0,0.11,1300.0
2020-11-24 00:00:00,2231.68994140625,0.0,2075.0,1.49,1300.0
2020-11-24 01:00:00,2288.429931640625,0.0,2066.0,1.48,1300.0
2020-11-24 02:00:00,2114.5400390625,0.0,2070.0,1.48,1300.0
2020-11-24 03:00:00,2161.179931640625,0.0,2142.0,1.49,1300.0
2020-11-24 04:00:00,2330.5400390625,0.0,2289.0,1.51,1300.0
2020-11-24 05:00:00,2514.070068359375,0.0,2686.0,1.69,1300.0
2020-11-24 06:00:00,2512.530029296875,0.0,3070.0,4.44,1320.0
2020-11-24 07:00:00,2822.429931640625,1.0,3211.0,4.43,1300.0
2020-11-24 08:00:00,2656.360107421875,5.0,3237.0,4.04,1300.0
2020-11-24 09:00:00,2686.300048828125,11.0,3299.0,7.33,1300.0
2020-11-24 10:00:00,2704.47998046875,15.0,3286.0,3.5,1300.0
2020-11-24 11:00:00,2467.010009765625,17.0,3226.0,3.54,1300.0
2020-11-24 12:00:00,2454.580078125,15.0,3273.0,4.08,1300.0
2020-11-24 13:00:00,2414.3798828125,9.0,3208.0,6.15,1300.0
2020-11-24 14:00:00,2190.760009765625,2.0,3158.0,8.02,1300.0
2020-11-24 15:00:00,2196.159912109375,0.0,3261.0,8.23,1300.0
2020-11-24 16:00:00,2283.8798828125,0.0,3434.0,15.79,1300.0
2020-11-24 17:00:00,2130.419921875,0.0,3272.0,8.02,1300.0
2020-11-24 18:00:00,2106.64990234375,0.0,3069.0,6.94,1300.0
2020-11-24 19:00:00,1828.9200439453125,0.0,2856.0,6.45,1300.0
2020-11-24 20:00:00,1803.6300048828125,0.0,2710.0,5.97,1300.0
2020-11-24 21:00:00,1903.0400390625,0.0,2529.0,4.99,1300.0
2020-11-24 22:00:00,1909.56005859375,0.0,2337.0,4.41,1440.0
2020-11-24 23:00:00,1672.2099609375,0.0,2179.0,4.27,1300.0
2020-11-25 00:00:00,1812.8800048828125,0.0,2132.0,4.13,1310.0
2020-11-25 01:00:00,2114.639892578125,0.0,2147.0,4.06,1470.0
2020-11-25 02:00:00,2221.969970703125,0.0,2186.0,3.98,1480.0
2020-11-25 03:00:00,2259.580078125,0.0,2252.0,4.06,1440.0
2020-11-25 04:00:00,1894.030029296875,0.0,2367.0,4.55,1450.0
2020-11-25 05:00:00,1699.489990234375,0.0,2742.0,5.3,1300.0
2020-11-25 06:00:00,1534.199951171875,0.0,3144.0,6.31,1240.0
2020-11-25 07:00:00,1771.0899658203125,3.0,3281.0,6.44,1240.0
2020-11-25 08:00:00,1983.6700439453125,8.0,3242.0,6.4,1240.0
2020-11-25 09:00:00,1874.3299560546875,48.0,3258.0,5.98,1240.0
2020-11-25 10:00:00,1671.199951171875,68.0,3222.0,6.16,1240.0
2020-11-25 11:00:00,1595.469970703125,71.0,3180.0,5.93,1240.0
2020-11-25 12:00:00,1663.1199951171875,48.0,3196.0,6.25,1240.0
2020-11-25 13:00:00,1609.5,26.0,3136.0,10.01,1240.0
2020-11-25 14:00:00,1503.0400390625,6.0,3065.0,10.09,1240.0
2020-11-25 15:00:00,1479.280029296875,0.0,3202.0,14.89,1240.0
2020-11-25 16:00:00,1437.47998046875,0.0,3377.0,41.38,1240.0
2020-11-25 17:00:00,1408.0999755859375,0.0,3217.0,57.6,1780.0
2020-11-25 18:00:00,1279.760009765625,0.0,3063.0,41.36,1780.0
2020-11-25 19:00:00,1381.300048828125,0.0,2879.0,41.31,1780.0
2020-11-25 20:00:00,1416.8199462890625,0.0,2702.0,41.32,1780.0
2020-11-25 21:00:00,1422.8599853515625,0.0,2532.0,15.32,1780.0
2020-11-25 22:00:00,1542.6700439453125,0.0,2355.0,8.04,1780.0
2020-11-25 23:00:00,1724.6500244140625,0.0,2208.0,4.29,2140.0
2020-11-26 00:00:00,1822.4300537109375,0.0,2181.0,4.33,1960.0
2020-11-26 01:00:00,1517.489990234375,0.0,2147.0,4.35,2040.0
2020-11-26 02:00:00,1236.8699951171875,0.0,2155.0,4.56,2040.0
2020-11-26 03:00:00,1271.02001953125,0.0,2187.0,9.88,2180.0
2020-11-26 04:00:00,1373.9100341796875,0.0,2319.0,30.04,2250.0
2020-11-26 05:00:00,1175.0999755859375,0.0,2678.0,45.84,1963.0
2020-11-26 06:00:00,1403.5799560546875,0.0,3076.0,59.93,1063.0
2020-11-26 07:00:00,1283.8900146484375,3.0,3191.0,65.69,939.0
2020-11-26 08:00:00,1221.9599609375,28.0,3154.0,64.26,1616.0
2020-11-26 09:00:00,1198.280029296875,134.0,3142.0,58.51,1161.0
2020-11-26 10:00:00,1223.969970703125,196.0,3096.0,59.11,1140.0
2020-11-26 11:00:00,1360.1500244140625,197.0,3031.0,55.79,1241.0
2020-11-26 12:00:00,1340.5799560546875,144.0,3052.0,57.0,930.0
2020-11-26 13:00:00,1238.9100341796875,90.0,3009.0,61.68,813.0
2020-11-26 14:00:00,1015.3800048828125,87.6,2984.0,67.54,467.0
2020-11-26 15:00:00,968.1699829101562,85.2,3132.0,72.66,426.0
2020-11-26 16:00:00,830.6300048828125,82.8,3333.0,110.13,1509.0
2020-11-26 17:00:00,881.1699829101562,80.4,3188.0,79.81,1258.0
2020-11-26 18:00:00,711.4000244140625,78.0,3024.0,69.99,1422.0
2020-11-26 19:00:00,532.8699951171875,75.6,2864.0,59.64,1404.0
2020-11-26 20:00:00,446.2099914550781,73.2,2720.0,52.23,1715.0
2020-11-26 21:00:00,403.54998779296875,70.8,2479.0,49.73,1916.0
2020-11-26 22:00:00,289.760009765625,68.4,2326.0,45.17,1684.0
2020-11-26 23:00:00,232.57000732421875,66.0,2252.0,45.97,2143.0
2020-11-27 00:00:00,240.11000061035156,63.6,2196.0,44.78,2174.0
2020-11-27 01:00:00,217.27999877929688,61.2,2178.0,42.75,2121.0
2020-11-27 02:00:00,164.66000366210938,58.8,2177.0,40.37,1806.0
2020-11-27 03:00:00,111.2699966430664,56.4,2228.0,41.47,1718.0
2020-11-27 04:00:00,74.30000305175781,54.0,2365.0,45.45,940.0
2020-11-27 05:00:00,52.20000076293945,0.0,2764.0,53.56,-543.0
2020-11-27 06:00:00,44.0,0.0,3191.0,76.73,-1005.0
2020-11-27 07:00:00,37.41999816894531,5.0,3313.0,91.54,-1037.0
2020-11-27 08:00:00,27.290000915527344,48.0,3242.0,80.34,-286.0
2020-11-27 09:00:00,25.299999237060547,123.0,3228.0,77.91,-171.0
2020-11-27 10:00:00,23.079999923706055,178.0,3175.0,74.87,-520.0
2020-11-27 11:00:00,22.6299991607666,193.0,3036.0,70.48,-742.0
2020-11-27 12:00:00,50.27000045776367,166.0,2949.0,67.01,-726.0
2020-11-27 13:00:00,71.68000030517578,101.0,2869.0,68.34,-704.0
2020-11-27 14:00:00,76.69000244140625,18.0,2853.0,78.69,-517.0
2020-11-27 15:00:00,94.66999816894531,17.73846153846154,3030.0,84.04,-707.0
2020-11-27 16:00:00,98.41999816894531,17.476923076923075,3221.0,106.35,-786.0
2020-11-27 17:00:00,110.2300033569336,17.215384615384615,3126.0,79.66,-666.0
2020-11-27 18:00:00,134.25,16.953846153846154,2914.0,73.01,664.0
2020-11-27 19:00:00,130.2899932861328,16.692307692307693,2747.0,59.02,1294.0
2020-11-27 20:00:00,183.4199981689453,16.43076923076923,2606.0,52.91,1132.0
2020-11-27 21:00:00,258.5799865722656,16.16923076923077,2439.0,51.74,1213.0
2020-11-27 22:00:00,269.67999267578125,15.907692307692308,2289.0,46.46,1667.0
2020-11-27 23:00:00,346.4100036621094,15.646153846153846,2184.0,48.93,2126.0
2020-11-28 00:00:00,369.5400085449219,15.384615384615385,2104.0,45.91,2076.0
2020-11-28 01:00:00,362.3900146484375,15.123076923076923,2070.0,45.01,2138.0
2020-11-28 02:00:00,348.3399963378906,14.861538461538462,2050.0,42.0,2080.0
2020-11-28 03:00:00,309.7900085449219,14.6,2077.0,41.12,2066.0
2020-11-28 04:00:00,230.30999755859375,14.338461538461537,2137.0,42.48,2110.0
2020-11-28 05:00:00,260.4100036621094,14.076923076923077,2279.0,41.97,1815.0
2020-11-28 06:00:00,255.6999969482422,13.815384615384616,2483.0,45.04,1370.0
2020-11-28 07:00:00,317.80999755859375,13.553846153846154,2675.0,45.69,955.0
2020-11-28 08:00:00,338.94000244140625,13.292307692307691,2790.0,49.26,869.0
2020-11-28 09:00:00,349.7699890136719,13.03076923076923,2853.0,50.34,644.0
2020-11-28 10:00:00,340.0799865722656,12.76923076923077,2843.0,49.01,488.0
2020-11-28 11:00:00,312.760009765625,12.507692307692308,2765.0,49.08,468.0
2020-11-28 12:00:00,284.2300109863281,12.246153846153845,2721.0,48.34,455.0
2020-11-28 13:00:00,209.30999755859375,11.984615384615385,2722.0,47.86,148.0
2020-11-28 14:00:00,204.75999450683594,11.723076923076922,2744.0,47.86,-189.0
2020-11-28 15:00:00,237.60000610351562,11.46153846153846,2907.0,50.23,-509.0
2020-11-28 16:00:00,233.75999450683594,11.2,3073.0,54.17,-663.0
2020-11-28 17:00:00,280.3500061035156,10.938461538461539,2968.0,56.14,-246.0
2020-11-28 18:00:00,288.5899963378906,10.676923076923076,2753.0,53.83,417.0
2020-11-28 19:00:00,283.3599853515625,10.415384615384614,2591.0,47.66,699.0
2020-11-28 20:00:00,236.64999389648438,10.153846153846153,2451.0,41.99,615.0
2020-11-28 21:00:00,214.07000732421875,9.892307692307693,2301.0,41.62,1615.0
2020-11-28 22:00:00,180.1699981689453,9.63076923076923,2174.0,39.65,1719.0
2020-11-28 23:00:00,174.42999267578125,9.369230769230768,2072.0,38.9,1994.0
2020-11-29 00:00:00,180.8800048828125,9.107692307692307,2007.0,37.6,2030.0
2020-11-29 01:00:00,157.97000122070312,8.846153846153845,1986.0,37.03,2010.0
2020-11-29 02:00:00,175.72000122070312,8.584615384615384,1979.0,35.97,1944.0
2020-11-29 03:00:00,137.35000610351562,8.323076923076922,1996.0,36.0,1885.0
2020-11-29 04:00:00,128.58999633789062,8.061538461538461,2052.0,38.04,1718.0
2020-11-29 05:00:00,119.06999969482422,7.799999999999999,2163.0,38.37,1691.0
2020-11-29 06:00:00,107.7699966430664,7.538461538461538,2317.0,40.6,1514.0
2020-11-29 07:00:00,88.83000183105469,7.276923076923076,2515.0,43.01,1058.0
2020-11-29 08:00:00,65.83999633789062,7.015384615384615,2638.0,45.23,410.0
2020-11-29 09:00:00,66.86000061035156,6.753846153846153,2721.0,45.12,447.0
2020-11-29 10:00:00,53.58000183105469,6.492307692307692,2741.0,46.31,480.0
2020-11-29 11:00:00,53.099998474121094,6.23076923076923,2688.0,46.27,552.0
2020-11-29 12:00:00,50.36000061035156,5.969230769230769,2697.0,44.71,536.0
2020-11-29 13:00:00,43.97999954223633,5.707692307692307,2708.0,43.77,532.0
2020-11-29 14:00:00,64.94999694824219,5.446153846153845,2706.0,44.96,416.0
2020-11-29 15:00:00,64.97000122070312,5.184615384615384,2871.0,49.1,53.0
2020-11-29 16:00:00,67.06999969482422,4.923076923076922,3058.0,55.16,-264.0
2020-11-29 17:00:00,65.1500015258789,4.661538461538461,3011.0,58.26,-6.0
2020-11-29 18:00:00,58.95000076293945,4.399999999999999,2825.0,58.97,541.0
2020-11-29 19:00:00,71.55000305175781,4.138461538461538,2673.0,55.98,549.0
2020-11-29 20:00:00,102.41999816894531,3.8769230769230756,2528.0,52.26,694.0
2020-11-29 21:00:00,108.36000061035156,3.615384615384615,2367.0,49.91,756.0
2020-11-29 22:00:00,99.80999755859375,3.3538461538461526,2229.0,45.17,1082.0
2020-11-29 23:00:00,127.33999633789062,3.092307692307692,2156.0,46.6,1606.0
2020-11-30 00:00:00,212.77000427246094,2.8307692307692296,2112.0,43.04,1661.0
2020-11-30 01:00:00,253.17999267578125,2.569230769230769,2094.0,42.07,1861.0
2020-11-30 02:00:00,357.4200134277344,2.3076923076923066,2104.0,38.82,1691.0
2020-11-30 03:00:00,490.2699890136719,2.046153846153846,2175.0,39.09,1408.0
2020-11-30 04:00:00,541.8400268554688,1.7846153846153854,2368.0,43.21,323.0
2020-11-30 05:00:00,613.0700073242188,1.5230769230769212,2795.0,57.25,608.0
2020-11-30 06:00:00,848.2899780273438,1.2615384615384606,3205.0,70.42,482.0
2020-11-30 07:00:00,1182.0799560546875,1.0,3314.0,77.18,711.0
2020-11-30 08:00:00,1423.0899658203125,6.0,3323.0,67.07,937.0
2020-11-30 09:00:00,1562.050048828125,15.0,3386.0,62.0,1241.0
2020-11-30 10:00:00,1988.780029296875,28.0,3402.0,54.74,1300.0
2020-11-30 11:00:00,2236.699951171875,31.0,3372.0,26.4,1300.0
2020-11-30 12:00:00,2215.739990234375,22.0,3417.0,14.1,1300.0
2020-11-30 13:00:00,2093.820068359375,9.0,3376.0,13.52,1300.0
2020-11-30 14:00:00,2166.360107421875,1.0,3370.0,13.95,1300.0
